city_state,city,state,year,id,holc_polygon,holc_grade,lat,lon,sum_bird_obs
"St. Louis, MO",St. Louis,MO,2007,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,11
"St. Louis, MO",St. Louis,MO,2005,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,17
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,4
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,12
"St. Louis, MO",St. Louis,MO,2002,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,19
"St. Louis, MO",St. Louis,MO,2000,MO_St. Louis_B1_B_5087,MO_St. Louis_B1_B_5087_Aves_all_observations,B,38.599369,-90.309525,7
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B10_B_5088,MO_St. Louis_B10_B_5088_Aves_all_observations,B,38.651752,-90.298304,1
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B10_B_5088,MO_St. Louis_B10_B_5088_Aves_all_observations,B,38.651752,-90.298304,126
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B10_B_5088,MO_St. Louis_B10_B_5088_Aves_all_observations,B,38.651752,-90.298304,26
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B10_B_5088,MO_St. Louis_B10_B_5088_Aves_all_observations,B,38.651752,-90.298304,8
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B11_B_5089,MO_St. Louis_B11_B_5089_Aves_all_observations,B,38.67813,-90.25936,6
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B11_B_5090,MO_St. Louis_B11_B_5090_Aves_all_observations,B,38.705925,-90.24859,2
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B11_B_5090,MO_St. Louis_B11_B_5090_Aves_all_observations,B,38.705925,-90.24859,13
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B11_B_5090,MO_St. Louis_B11_B_5090_Aves_all_observations,B,38.705925,-90.24859,5
"St. Louis, MO",St. Louis,MO,1997,MO_St. Louis_B11_B_5090,MO_St. Louis_B11_B_5090_Aves_all_observations,B,38.705925,-90.24859,16
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B11_B_5090,MO_St. Louis_B11_B_5090_Aves_all_observations,B,38.705925,-90.24859,20
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,4
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,1
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,1
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,18
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,4
"St. Louis, MO",St. Louis,MO,2003,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,1
"St. Louis, MO",St. Louis,MO,2010,MO_St. Louis_B12_B_5091,MO_St. Louis_B12_B_5091_Aves_all_observations,B,38.67,-90.256325,3
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B13_B_5092,MO_St. Louis_B13_B_5092_Aves_all_observations,B,38.676193,-90.20675,5
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B13_B_5092,MO_St. Louis_B13_B_5092_Aves_all_observations,B,38.676193,-90.20675,8
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B13_B_5092,MO_St. Louis_B13_B_5092_Aves_all_observations,B,38.676193,-90.20675,1
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B13_B_5092,MO_St. Louis_B13_B_5092_Aves_all_observations,B,38.676193,-90.20675,1
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B13_B_5092,MO_St. Louis_B13_B_5092_Aves_all_observations,B,38.676193,-90.20675,1
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B14_B_5093,MO_St. Louis_B14_B_5093_Aves_all_observations,B,38.71424,-90.243299,1
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B15_B_5094,MO_St. Louis_B15_B_5094_Aves_all_observations,B,38.718859,-90.236742,1
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B15_B_5094,MO_St. Louis_B15_B_5094_Aves_all_observations,B,38.718859,-90.236742,1
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B15_B_5094,MO_St. Louis_B15_B_5094_Aves_all_observations,B,38.718859,-90.236742,1
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B15_B_5094,MO_St. Louis_B15_B_5094_Aves_all_observations,B,38.718859,-90.236742,7
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B15_B_5094,MO_St. Louis_B15_B_5094_Aves_all_observations,B,38.718859,-90.236742,1
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,104
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,53
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,33
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,41
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,28
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,14
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,3
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,10
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,19
"St. Louis, MO",St. Louis,MO,2006,MO_St. Louis_B16_B_5095,MO_St. Louis_B16_B_5095_Aves_all_observations,B,38.606148,-90.335304,142
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,6
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,647
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,261
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,286
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,374
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,92
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,96
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,3
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,3
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,11
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,2
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,2
"St. Louis, MO",St. Louis,MO,2003,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,1
"St. Louis, MO",St. Louis,MO,2010,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,46
"St. Louis, MO",St. Louis,MO,2007,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,1
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,37
"St. Louis, MO",St. Louis,MO,2008,MO_St. Louis_B17_B_5096,MO_St. Louis_B17_B_5096_Aves_all_observations,B,38.586647,-90.346595,128
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B18_B_5097,MO_St. Louis_B18_B_5097_Aves_all_observations,B,38.57427,-90.34492,5
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B18_B_5097,MO_St. Louis_B18_B_5097_Aves_all_observations,B,38.57427,-90.34492,1
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,70
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,2
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,21
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,740
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,23
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,1
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,34
"St. Louis, MO",St. Louis,MO,2006,MO_St. Louis_B19_B_5098,MO_St. Louis_B19_B_5098_Aves_all_observations,B,38.569206,-90.389854,10
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,32
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,410
"St. Louis, MO",St. Louis,MO,2008,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,1
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,1266
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,679
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,642
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,92
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,18
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,4
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,15
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B2_B_5099,MO_St. Louis_B2_B_5099_Aves_all_observations,B,38.572675,-90.301658,54
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,102
"St. Louis, MO",St. Louis,MO,1990,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,5
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,69
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,68
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,118
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,76
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,19
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,13
"St. Louis, MO",St. Louis,MO,1977,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,1
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,1
"St. Louis, MO",St. Louis,MO,1983,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,2
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,21
"St. Louis, MO",St. Louis,MO,2010,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,20
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,63
"St. Louis, MO",St. Louis,MO,2007,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,16
"St. Louis, MO",St. Louis,MO,2008,MO_St. Louis_B21_B_5101,MO_St. Louis_B21_B_5101_Aves_all_observations,B,38.592197,-90.37902,7
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,5
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,10
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,1
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,1
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,6
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,1
"St. Louis, MO",St. Louis,MO,2010,MO_St. Louis_B22_B_5102,MO_St. Louis_B22_B_5102_Aves_all_observations,B,38.608822,-90.370518,8
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B23_B_5103,MO_St. Louis_B23_B_5103_Aves_all_observations,B,38.618079,-90.359675,1
"St. Louis, MO",St. Louis,MO,2010,MO_St. Louis_B23_B_5103,MO_St. Louis_B23_B_5103_Aves_all_observations,B,38.618079,-90.359675,1
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,5
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,1173
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,165
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,34
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,2
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,87
"St. Louis, MO",St. Louis,MO,1989,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,1
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,71
"St. Louis, MO",St. Louis,MO,1990,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,3
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,56
"St. Louis, MO",St. Louis,MO,2008,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,6
"St. Louis, MO",St. Louis,MO,1997,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,1
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,13
"St. Louis, MO",St. Louis,MO,2007,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,2
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,23
"St. Louis, MO",St. Louis,MO,1981,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,2
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,79
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,13
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,5
"St. Louis, MO",St. Louis,MO,1980,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,3
"St. Louis, MO",St. Louis,MO,1998,MO_St. Louis_B24_B_5104,MO_St. Louis_B24_B_5104_Aves_all_observations,B,38.631534,-90.327276,5
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,13
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,6
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,4
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,8
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,5
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,16
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,10
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,2
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B25_B_5105,MO_St. Louis_B25_B_5105_Aves_all_observations,B,38.634357,-90.34059,2
"St. Louis, MO",St. Louis,MO,2022,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,1
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,14
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,2
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,1
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,36
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,54
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B26_B_5106,MO_St. Louis_B26_B_5106_Aves_all_observations,B,38.656795,-90.306388,166
"St. Louis, MO",St. Louis,MO,2021,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,532
"St. Louis, MO",St. Louis,MO,2020,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,408
"St. Louis, MO",St. Louis,MO,2001,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,11
"St. Louis, MO",St. Louis,MO,2004,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,3
"St. Louis, MO",St. Louis,MO,2003,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,35
"St. Louis, MO",St. Louis,MO,2019,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,540
"St. Louis, MO",St. Louis,MO,2018,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,1082
"St. Louis, MO",St. Louis,MO,2017,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,958
"St. Louis, MO",St. Louis,MO,1996,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,7
"St. Louis, MO",St. Louis,MO,1991,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,56
"St. Louis, MO",St. Louis,MO,1990,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,21
"St. Louis, MO",St. Louis,MO,1993,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,8
"St. Louis, MO",St. Louis,MO,1992,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,7
"St. Louis, MO",St. Louis,MO,1994,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,18
"St. Louis, MO",St. Louis,MO,2016,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,225
"St. Louis, MO",St. Louis,MO,2009,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,46
"St. Louis, MO",St. Louis,MO,2008,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,20
"St. Louis, MO",St. Louis,MO,2015,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,13
"St. Louis, MO",St. Louis,MO,2014,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,52
"St. Louis, MO",St. Louis,MO,2013,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,151
"St. Louis, MO",St. Louis,MO,2012,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,19
"St. Louis, MO",St. Louis,MO,2011,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,4
"St. Louis, MO",St. Louis,MO,2007,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,56
"St. Louis, MO",St. Louis,MO,2000,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,16
"St. Louis, MO",St. Louis,MO,1989,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,38
"St. Louis, MO",St. Louis,MO,1985,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,12
"St. Louis, MO",St. Louis,MO,1988,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,24
"St. Louis, MO",St. Louis,MO,2005,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,4
"St. Louis, MO",St. Louis,MO,2006,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,28
"St. Louis, MO",St. Louis,MO,1998,MO_St. Louis_B27_B_5107,MO_St. Louis_B27_B_5107_Aves_all_observations,B,38.673565,-90.32748,1
